OID_,Join_Count,FloodDistM,TARGET_FID,DEVELOPMEN,LATITUDE,LONGITUDE,STATE_NAME,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,GFID,Shape_Leng,Shape_Area,FldZone_YN,TRACT_2010,TRACT_2020,BLOCK_2010,BLOCK_2020
78,1,68941.64531,78,TX073000005,26.129556,-98.187136,TX,48489C,1.1.1.0,48489C_194,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,48489C_STUDY1,c13a0285-5620-4a56-93df-c237815e205f,0.407826776,0.000512745,No,48215021313.0,48215021313.0,482150213132009.0,482150213132009.0
79,1,68996.06934,79,TX073000004,26.129657,-98.187832,TX,48489C,1.1.1.0,48489C_194,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,48489C_STUDY1,c13a0285-5620-4a56-93df-c237815e205f,0.407826776,0.000512745,No,48215021313.0,48215021313.0,482150213132009.0,482150213132009.0
80,1,29535.63453,80,IN030000001,38.651498,-87.173128,IN,17101C,1.1.1.0,17101C_4282,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,17101C_STUDY1,20110718,4.040033593,0.033180415,No,18027954800.0,18027954800.0,180279548004012.0,180279548004012.0
81,1,20981.04571,81,KS033000001,39.124279,-97.710759,KS,20169C,2.2.2.2,20169C_1699,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,20169C_STUDY1,e7d4a04f-4b79-45a5-9091-1eb2684afce9,0.102440509,8.85424e-05,No,20143085700.0,20143085700.0,201430857003013.0,201430857003013.0
82,1,70680.24339,82,KS086000001,39.50443,-98.549822,KS,20157C,1.1.1.0,20157C_7790,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,20157C_STUDY4, ,0.054406722,5.78293e-05,No,20141474100.0,20141474100.0,201414741001180.0,201414741001180.0
83,1,103730.451,83,KS091000001,38.873711,-99.307596,KS,20047C,1.1.1.0,20047C_286,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,20047C_STUDY1, ,0.31358748,0.000359895,No,20051072701.0,20051072701.0,200510727015016.0,200510727015016.0
84,1,72457.69629,84,KS071000001,37.975894,-100.864832,KS,20057C,1.1.1.0,20057C_1476,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,20057C_BASE16, ,0.135200066,0.000173869,No,20055960300.0,20055960300.0,200559603001024.0,200559603001024.0
85,1,53425.11071,85,KS059000001,38.20924,-97.517336,KS,20169C,2.2.2.2,20169C_1722,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,20169C_STUDY3,e7d4a04f-4b79-45a5-9091-1eb2684afce9,0.3082794,0.000581131,No,20113788700.0,20113788700.0,201137887003098.0,201137887003098.0
86,1,311.3562016,86,KS068000001,39.319592,-94.910907,KS,29165C,1.1.1.0,29165C_634,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,29165C_STUDY1,20150324,2.405849037,0.008552783,No,20103070100.0,20103070100.0,201030701001026.0,201030701001026.0
87,1,48550.95379,87,KS066000001,37.909629,-97.426657,KS,20191C,1.1.1.0,20191C_583,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,20191C_FIS1,4bd6a52b-96a7-445b-a9ea-455861acc0e2,0.458821649,0.000639124,No,20173010202.0,20173010202.0,201730102021004.0,201730102021004.0
88,1,19654.31186,88,KS155000001,37.267407,-95.559344,KS,20099C,1.1.1.0,20099C_957,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,20099C_STUDY2, ,0.289783125,0.000427704,No,20125950200.0,20125950200.0,201259502001120.0,201259502001120.0
89,1,3456.69715,89,MN002000006,44.96742,-93.247508,MN,27123C,1.1.1.0,27123C_479,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,27123C_FIRM1,20150827,0.481736136,0.000711483,No,27053104801.0,27053104801.0,270531048011004.0,270531048011004.0
90,1,2309.820072,90,MS005000008,30.406754,-88.883329,MS,28059C,1.1.1.0,28059C_480,NP,AE, ,T,19.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,28059C_STUDY1,80996f13-99f4-4826-a737-86b261605b10,0.004753512,8.9773e-07,No,28047004000.0,28047004000.0,280470040001020.0,280470040001020.0
91,1,178608.8912,91,NE115000001,41.097875,-102.469347,NE,31145C,1.1.1.0,31145C_2346,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,31145C_FIRM1,20111116,0.149923407,0.000242394,No,31049955400.0,31049955400.0,310499554001023.0,310499554001023.0
92,1,70404.19267,92,NE120000001,40.938292,-100.155019,NE,31065C,1.1.1.0,31065C_456,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,31065C_STUDY1, ,0.035625894,3.86519e-06,No,31047968200.0,31047968200.0,310479682001061.0,310479682001061.0
93,1,17889.40025,93,NJ005000003,40.232552,-74.760968,NJ,34035C,1.1.1.0,34035C_1664,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,34035C_FIS1,8d3e5476-3535-4ad1-9400-50637089c070,0.016935413,1.70658e-06,No,34021001700.0,34021001700.0,340210017001018.0,340210017001018.0
94,1,24548.35381,94,TX102000001,31.43857,-97.41812,TX,48035C,1.1.1.0,48035C_1697,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48035C_STUDY1, ,0.072473324,8.36247e-05,No,48309003902.0,48309003902.0,483090039022069.0,483090039022069.0
95,1,7715.026689,95,TX186000001,33.781555,-97.728821,TX,48337C,1.1.1.0,48337C_1521,NP,AE, ,T,838.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,48337C_STUDY1,20110816,0.375464011,0.000747871,No,48337950300.0,48337950300.0,483379503002059.0,483379503002059.0
96,1,188.9151175,96,TX147000001,28.827449,-97.845388,TX,48255C,1.1.1.0,48255C_1267,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY2,20140519,0.015800028,3.82074e-06,No,48255970302.0,48255970302.0,482559703021026.0,482559703021026.0
97,1,16534.05797,97,TX188000001,33.332554,-94.340882,TX,48037C,2.3.2.3,48037C_99,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999,F,48037C_FIRM1,80996f13-99f4-4826-a737-86b261605b10,0.0028493,9.661e-08,No,48037011402.0,48037011402.0,480370114021038.0,480370114021038.0
98,1,90249.33033,98,TX192000010,32.221,-98.8001,TX,48253C,1.1.1.0,48253C_41,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48253C_STUDY1,20111004,0.143453213,0.000130325,No,48133950500.0,48133950500.0,481339505001085.0,481339505001085.0
99,1,89301.73489,99,TX278000001,31.8885,-100.3169,TX,48253C,1.1.1.0,48253C_31,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48253C_STUDY1,20111004,0.151911736,0.00014852,No,48081950100.0,48081950100.0,480819501001126.0,480819501001126.0
100,1,54824.59051,100,TX291000001,32.93,-97.0891,TX,48097C,1.1.1.0,48097C_113,NP,AE, ,T,646.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,48097C_STUDY1,8296f10b-a7cf-4833-b717-5f4d11db9463,0.049820369,2.97472e-05,No,48439113712.0,48439113712.0,484391137121010.0,484391137121010.0
101,1,17882.88237,101,TX296000001,29.675959,-96.907808,TX,48149C,1.1.1.0,48149C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48149C_STUDY1, ,3.783113229,0.013432137,No,48149970602.0,48149970602.0,481499706023024.0,481499706023024.0
102,1,22837.44851,102,TX317000001,27.870362,-97.214671,TX,48391C,1.1.1.0,48391C_396,NP,AE, ,T,9.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,48391C_STUDY1,20140923,0.100601425,0.000115883,No,48409010302.0,48409010302.0,484090103022015.0,484090103022015.0
103,1,125212.149,103,TX320000001,31.425485,-103.500002,TX,35015C,1.1.1.0,35015C_1698,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,35015C_STUDY1,20150827,0.59211412,0.000771704,No,48389950200.0,48389950200.0,483899502001060.0,483899502001060.0
104,1,72768.91117,104,TX347000001,32.273513,-97.178917,TX,48035C,1.1.1.0,48035C_1697,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48035C_STUDY1, ,0.072473324,8.36247e-05,No,48251130501.0,48251130501.0,482511305011051.0,482511305011051.0
105,1,66039.74187,105,TX350000001,29.5572,-98.2736,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48187210706.0,48187210706.0,481872107062008.0,481872107062008.0
106,1,10233.20116,106,TX387000001,32.444411,-96.2325,TX,48213C,1.1.1.0,48213C_159,NP,AE, ,T,324.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,48213C_STUDY1, ,2.820807781,0.009214982,No,48257051301.0,48257051301.0,482570513013015.0,482570513013015.0
107,1,738.5410704,107,WI073000001,45.321052,-92.697695,WI,55095C,1.1.1.0,55095C_6130,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,55095C_STUDY2,20110916,0.1029702,6.30522e-05,No,55095960800.0,55095960800.0,550959608001014.0,550959608001014.0
108,1,26437.03335,108,WI102000001,44.446743,-88.084654,WI,55083C,1.1.1.0,55083C_2428,NP,AE, ,T,585.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,55083C_STUDY1, ,1.46106446,0.004888765,No,55009010202.0,55009010202.0,550090102021012.0,550090102021012.0
109,1,168334.4814,109,RQ005002009,18.3508,-66.5659,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72054580200.0,72054580200.0,720545802003000.0,720545802003000.0
110,1,128178.4643,110,TX003000015,31.691104,-106.342535,TX,35029C,1.1.1.0,35029C_1170,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,35029C_FIRM1, ,0.395413439,0.002550523,No,48141003905.0,48141003905.0,481410039051004.0,481410039051004.0
111,1,189428.3329,111,RQ005002002,18.4178,-66.7577,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72013301700.0,72013301700.0,720133017003005.0,720133017003005.0
112,1,129758.8825,112,RQ005002025,18.3755,-66.2144,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72135510102.0,72135510102.0,721355101021001.0,721355101021001.0
113,1,120478.2842,113,RQ005003019,18.4359,-66.1276,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72033020426.0,72033020426.0,720330204261001.0,720330204261001.0
114,1,120478.2842,114,RQ005003020,18.4359,-66.1276,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72033020426.0,72033020426.0,720330204261001.0,720330204261001.0
115,1,122268.0525,115,RQ005003021,18.4368,-66.1439,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72033020422.0,72033020422.0,720330204221001.0,720330204221001.0
116,1,121076.7206,116,RQ005003022,18.4354,-66.1331,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72033020302.0,72033020302.0,720330203021004.0,720330203021004.0
117,1,103484.8826,117,RQ005004020,18.1902,-65.9603,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72129220300.0,72129220300.0,721292203001021.0,721292203001021.0
118,1,65760.02166,118,RQ005005019,18.364772,-65.631204,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72053150106.0,72053150106.0,720531501061019.0,720531501061019.0
119,1,99676.73337,119,RQ005004015,18.2253,-65.9307,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72077500401.0,72077500401.0,720775004012001.0,720775004012001.0
120,1,94497.93947,120,RQ005004018,18.1868,-65.8765,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72085190104.0,72085190104.0,720851901042017.0,720851901042017.0
121,1,102423.5699,121,RQ005005005,18.386825,-65.965015,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72031050600.0,72031050600.0,720310506001006.0,720310506001006.0
122,1,91716.39482,122,RQ005007004,18.1252,-65.8362,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72069180800.0,72069180800.0,720691808001016.0,720691808001016.0
123,1,120420.2045,123,RQ005007001,17.9791,-66.0646,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72015280201.0,72015280201.0,720152802011001.0,720152802011001.0
124,1,165948.1989,124,RQ005006023,18.0592,-66.5142,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72075710600.0,72075710600.0,720757106002016.0,720757106002016.0
125,1,88269.14679,125,RQ005005026,18.381,-65.8361,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72119130300.0,72119130300.0,721191303003002.0,721191303003002.0
126,1,125628.6391,126,RQ005006017,17.9864,-66.1171,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72057270400.0,72057270400.0,720572704003017.0,720572704003017.0
127,1,125246.7775,127,RQ005006016,17.9875,-66.1138,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72057270400.0,72057270400.0,720572704001021.0,720572704001021.0
128,1,99942.14306,128,RQ005007011,18.042415,-65.888998,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72151951200.0,72151951200.0,721519512002000.0,721519512002000.0
129,1,177569.8714,129,RQ005009019,18.0061,-66.6112,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113071800.0,72113071800.0,721130718002011.0,721130718002011.0
130,1,181224.2017,130,RQ005009017,18.0124,-66.6465,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113071402.0,72113071402.0,721130714021003.0,721130714021003.0
131,1,112070.162,131,RQ005007009,18.0304,-66.0015,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72109290200.0,72109290200.0,721092902001000.0,721092902001000.0
132,1,177339.3669,132,RQ005009010,18.0077,-66.6094,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113071800.0,72113071800.0,721130718003008.0,721130718003008.0
133,1,174527.8689,133,RQ005009012,18.0744,-66.5964,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113072703.0,72113072703.0,721130727033000.0,721130727033000.0
134,1,176673.3286,134,RQ005009033,18.0337,-66.6086,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113070513.0,72113070513.0,721130705131005.0,721130705131005.0
135,1,111402.3134,135,RQ005010008,18.4579,-66.0429,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127001200.0,72127001200.0,721270012001000.0,721270012001000.0
136,1,180042.0581,136,RQ005009023,17.9896,-66.6306,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113071602.0,72113071602.0,721130716022000.0,721130716022000.0
137,1,112694.5409,137,RQ005010006,18.4306,-66.0568,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127004400.0,72127004400.0,721270044003008.0,721270044003008.0
138,1,110731.5381,138,RQ005010017,18.436,-66.0385,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127003501.0,72127003501.0,721270035011000.0,721270035011000.0
139,1,110106.8017,139,RQ005010023,18.3856,-66.0351,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127009112.0,72127009112.0,721270091123003.0,721270091123003.0
140,1,110044.4618,140,RQ005010046,18.418347,-66.033302,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127004700.0,72127004700.0,721270047001004.0,721270047001004.0
141,1,110731.5381,141,RQ005010016,18.436,-66.0385,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127003501.0,72127003501.0,721270035011000.0,721270035011000.0
142,1,183178.6194,142,RQ005009034,18.269104,-66.698314,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72141957000.0,72141957000.0,721419570001014.0,721419570001014.0
143,1,111166.4589,143,RQ005010009,18.449,-66.0415,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127001302.0,72127001302.0,721270013023001.0,721270013023001.0
144,1,109025.0355,144,RQ005010013,18.407779,-66.024506,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005000.0,72127005000.0,721270050005001.0,721270050005001.0
145,1,3989.81168,145,KS001000055,39.1183,-94.633645,KS,29165C,1.1.1.0,29165C_634,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,29165C_STUDY1,20150324,2.405849037,0.008552783,No,20209042900.0,20209042900.0,202090429004002.0,202090429004002.0
146,1,5752.209243,146,KS001000056,39.102105,-94.63948,KS,29165C,1.1.1.0,29165C_634,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,29165C_STUDY1,20150324,2.405849037,0.008552783,No,20209042300.0,20209042300.0,202090423002003.0,202090423002003.0
147,1,3255.584477,147,KS001000051,39.12799,-94.615106,KS,29165C,1.1.1.0,29165C_634,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,29165C_STUDY1,20150324,2.405849037,0.008552783,No,20209041400.0,20209041400.0,202090414002000.0,202090414002000.0
148,1,9689.151649,148,KS001000053,39.069051,-94.671794,KS,29165C,1.1.1.0,29165C_634,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,29165C_STUDY1,20150324,2.405849037,0.008552783,No,20209042700.0,20209042700.0,202090427002004.0,202090427002004.0
149,1,3065.930747,149,IN012000004,38.286178,-85.826578,IN,18019C,1.1.1.0,18019C_371,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,18019C_STUDY4,20150408,1.143301558,0.000759883,No,18043070500.0,18043070500.0,180430705002020.0,180430705002020.0
150,1,5909.74172,150,KS001000054,39.119444,-94.760826,KS,29165C,1.1.1.0,29165C_634,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,29165C_STUDY1,20150324,2.405849037,0.008552783,No,20209044103.0,20209044103.0,202090441033006.0,202090441033006.0
151,1,99176.05262,151,MA002002121,42.37143,-71.042695,MA,25007C,1.1.1.0,25007C_409,NP,AE, ,T,12.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,25007C_STUDY1,275a8baa-7cf7-4855-a7b8-2a78d0f92a04,0.119942238,3.4304e-05,No,25025050300.0,25025050300.0,250250503002004.0,250250503002004.0
152,1,126607.6471,152,TX011000001,27.517221,-99.498932,TX,48131C,1.1.1.0,48131C_1354,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48131C_STUDY2, ,0.01581233,3.37417e-06,No,48479001202.0,48479001202.0,484790012022028.0,484790012022028.0
153,1,127914.411,153,TX011000004,27.506065,-99.509611,TX,48131C,1.1.1.0,48131C_1354,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48131C_STUDY2, ,0.01581233,3.37417e-06,No,48479001900.0,48479001900.0,484790019003043.0,484790019003043.0
154,1,124395.4061,154,TX011000005,27.525476,-99.478138,TX,48131C,1.1.1.0,48131C_1354,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48131C_STUDY2, ,0.01581233,3.37417e-06,No,48479001101.0,48479001101.0,484790011012015.0,484790011012015.0
155,1,31711.85365,155,AL001000043,33.468794,-86.851364,AL,01127C,1.1.1.0,01127C_96,NP,AE, ,T,-9999.0,NAVD88,-9999, ,-9999, , , ,-9999,-9999, ,01127C_FIS1,20140930,0.042713746,7.60468e-06,No,1073013002.0,1073013002.0,10730130021027.0,10730130021027.0
156,1,357701.5996,156,CA008000124,35.301498,-119.006587,CA,32021C,1.1.1.0,32021C_2031,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,32021C_FIRM1,20121116_2,0.168713524,0.000154307,No,6029003128.0,6029003128.0,60290031281009.0,60290031281009.0
157,1,289595.2135,157,CA010000002,37.939789,-122.357109,CA,32029C,1.1.1.0,32029C_2,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,32029C_FIRM1,3f60e010-7a0d-494c-9305-af47ad09d83c,0.001180256,6.477e-08,No,6013376000.0,6013376000.0,60133760003000.0,60133760003000.0
