OID_,INSPECTION,DEVELOPMEN,DEVELOPM_1,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAM,COUNTY_COD,STATE_NAME,STATE_CODE,ZIPCODE,LATITUDE,LONGITUDE,LOCATION_Q,PHA_CODE,PHA_NAME,INSPECTI_1,INSPECTI_2,NEAR_FID,NEAR_DIST
92,667258,SC028000001,WESTSIDE APTS,1 McCaffrey Ct,Georgetown,"Georgetown, SC Micropolitan Statistical Area",23860,Georgetown,43,SC,45,29440,33.387248999999997,-79.290727000000004,R,SC028,HOUSING AUTHORITY OF GEORGETOWN,67,2/10/2020 0:00:00,438915,0.224038871868000
93,667257,TN007000050,ROSEWOOD GARDENS & ALLEN,110 Preston St,Jackson,"Jackson, TN Metropolitan Statistical Area",27180,Madison,113,TN,47,38301,35.623331000000000,-88.814950999999994,R,TN007,Jackson Housing Authority,99,2/7/2020 0:00:00,34363,0.014960332230600
94,667256,TN039000006,EASTSIDE ANNEX PHASE II,500 Dunnaway St,Shelbyville,"Shelbyville, TN Micropolitan Statistical Area",43180,Bedford,3,TN,47,37160,35.477542000000000,-86.458135999999996,R,TN039,Shelbyville Housing Authority,94,2/5/2020 0:00:00,32999,0.000990647967323
95,667255,SD038000001,MILLER LOW-RENT,105 N Broadway Ave,Miller, ,99999,Hand,59,SD,46,57362,44.516441000000000,-98.988904000000005,R,SD038,Miller Housing & Redevelopment Commision,99,2/6/2020 0:00:00,35531,0.629366842792000
96,667254,TN029000001,GALLATIN HOUSING AUTHORITY,180 Clemons Cir Apt,Carthage,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",34980,Smith,159,TN,47,37030,36.270699999999998,-85.986599999999996,B,TN029,Gallatin Housing Authority,85,2/25/2020 0:00:00,129172,0.000851147115337
97,667250,SC035002006,JULIAN GRANT HOMES,3571 Grant Ave,Newberry,"Newberry, SC Micropolitan Statistical Area",35140,Newberry,71,SC,45,29108,34.299776000000001,-81.634281000000001,R,SC035,HOUSING AUTHORITY OF NEWBERRY,66,2/5/2020 0:00:00,186061,0.024222328614200
98,667249,TN039000004,EASTSIDE MULTIFAMILY,220 Lentz St,Shelbyville,"Shelbyville, TN Micropolitan Statistical Area",43180,Bedford,3,TN,47,37160,35.478040000000000,-86.457673999999997,R,TN039,Shelbyville Housing Authority,67,2/5/2020 0:00:00,32999,0.001591992436910
99,667248,SC023000002,HAMPTON/RAST/S. SUMTER/PINEWOOD,26 Rast St,Sumter,"Sumter, SC Metropolitan Statistical Area",44940,Sumter,85,SC,45,29150,33.942557999999998,-80.365004999999996,R,SC023,HOUSING AUTHORITY OF SUMTER,80,2/20/2020 0:00:00,705504,0.000592354311200
100,667247,TN007000040,LINCOLN COURTS,113 Labelle St,Jackson,"Jackson, TN Metropolitan Statistical Area",27180,Madison,113,TN,47,38301,35.631582000000002,-88.796463000000003,R,TN007,Jackson Housing Authority,93,2/6/2020 0:00:00,35150,0.008877134010640
101,667245,SD019000001,HOT SPRINGS,201 S River St Apt 111,Hot Springs, ,99999,Fall River,47,SD,46,57747,43.429792999999997,-103.475363000000002,R,SD019,Hot Springs Housing and Redevelopment Commission,94,1/31/2020 0:00:00,395402,0.000454199010515
102,667243,SC008000002,WHITE OAK CIRCLE APTS,1 Church St Apt,Williamston,"Greenville-Anderson, SC Metropolitan Statistical Area",24860,Anderson,7,SC,45,29697,34.627454999999998,-82.474373999999997,4,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,98,1/30/2020 0:00:00,136208,0.008736338409190
103,667242,SC019000001,CHAMBERS AVE APTS,200 Tillman St,Union,"Union, SC Micropolitan Statistical Area",46420,Union,87,SC,45,29379,34.708649999999999,-81.620784000000000,R,SC019,HOUSING AUTHORITY OF UNION,76,2/24/2020 0:00:00,297899,0.004164063280860
104,667239,TN007000010,ALLENTON HEIGHTS,134 Allen Ave,Jackson,"Jackson, TN Metropolitan Statistical Area",27180,Madison,113,TN,47,38301,35.625090999999998,-88.816918999999999,R,TN007,Jackson Housing Authority,89,2/3/2020 0:00:00,35121,0.016971163395100
105,667238,SC032000001,CAROLINE COURTS,1702 Caroline Ct,Lancaster,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",16740,Lancaster,57,SC,45,29720,34.704030000000003,-80.786489000000003,R,SC032,Housing Authority of Lancaster,58,3/2/2020 0:00:00,156282,0.004717853862860
106,667237,PA050000001,SHERWOOD MANOR,NOVELTY PLACE,Mansfield, ,99999,Tioga,117,PA,42,16933,41.809676000000003,-77.079487999999998,4,PA050,Tioga County Housing Authority,91,2/27/2020 0:00:00,349797,0.011519159347100
107,667236,SC023000001,HARMONY/FRIENDSHIP,525 E Calhoun St,Sumter,"Sumter, SC Metropolitan Statistical Area",44940,Sumter,85,SC,45,29150,33.925463000000001,-80.323926000000000,R,SC023,HOUSING AUTHORITY OF SUMTER,77,2/18/2020 0:00:00,705559,0.000000000000000
108,667235,SD011000001,LAKEVIEW TOWER,111 S Washington Ave,Madison, ,99999,Lake,79,SD,46,57042,44.004607000000000,-97.109942000000004,R,SD011,Madison Housing and Redevelopment Commission,76,2/7/2020 0:00:00,395531,0.000704800838708
109,667234,TN004000008,EMMA WHEELER HOMES,809 E 48th St,Chattanooga,"Chattanooga, TN-GA Metropolitan Statistical Area",16860,Hamilton,65,TN,47,37410,34.992652999999997,-85.305177000000000,R,TN004,Chattanooga Housing Authority,95,2/20/2020 0:00:00,204104,0.000177012462978
110,667233,SC008000001,SECOND ST/SIXTH ST APT,113 N Hunter St,Seneca,"Seneca, SC Micropolitan Statistical Area",42860,Oconee,73,SC,45,29678,34.683779000000001,-82.938012999999998,R,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,89,1/29/2020 0:00:00,137046,0.005232127937710
111,667232,SC008000006,HANSON CIRCLE APTS,106 Project Rd,Iva,"Greenville-Anderson, SC Metropolitan Statistical Area",24860,Anderson,7,SC,45,29655,34.300117999999998,-82.666100999999998,R,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,76,3/11/2020 0:00:00,136159,0.004096573803270
112,667231,RI003000004,JOHN F KENNEDY MANOR,547 Clinton St Apt 411,Woonsocket,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2895,42.007176000000001,-71.504797999999994,R,RI003,Woonsocket Housing Authority,83,3/11/2020 0:00:00,399082,0.000000000000000
113,667230,SC028000002,MARYVILLE SOUTH APTS,34 Hinds St,Georgetown,"Georgetown, SC Micropolitan Statistical Area",23860,Georgetown,43,SC,45,29440,33.333449000000002,-79.310345999999996,R,SC028,HOUSING AUTHORITY OF GEORGETOWN,65,2/11/2020 0:00:00,438915,0.169917344993000
114,667229,PA046000025,"222 N CHURCH & Locust, Maple, Spruce CTS",222 N Church St,West Chester,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Chester,29,PA,42,19380,39.961286999999999,-75.607704999999996,R,PA046,Housing Authority of the County of Chester,77,2/6/2020 0:00:00,632682,0.007649261840600
115,667228,PA081000002,RIDGE MANOR,333 Ridge St,Emmaus,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",10900,Lehigh,77,PA,42,18049,40.536506000000003,-75.492682000000002,R,PA081,Lehigh County Housing Authority,87,1/30/2020 0:00:00,546492,0.005428484522000
116,667226,SC022000001,WORKMAN STREET,302 N Confederate Ave,Rock Hill,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",16740,York,91,SC,45,29730,34.925696000000002,-81.019357999999997,R,SC022,HOUSING AUTHORITY OF ROCK HILL,98,2/25/2020 0:00:00,171482,0.008881858616610
117,667225,PA045000001,Family Apartmenys AMP 1,111 Wayne Vlg,Waynesburg, ,99999,Greene,59,PA,42,15370,39.897998000000001,-80.179186000000001,R,PA045,HOUSING AUTHORITY OF THE COUNTY OF GREENE,76,3/9/2020 0:00:00,79606,0.001469341486330
118,667224,PA040000001,PROBST PLAZA,21 Williamson Hts,Lock Haven,"Lock Haven, PA Micropolitan Statistical Area",30820,Clinton,35,PA,42,17745,41.128141999999997,-77.464071000000004,R,PA040,The Housing Authority of Clinton County,73,2/6/2020 0:00:00,130444,0.004545253317330
119,667222,SC008000005,COLLEGE ST APTS,200 Fridy St,Blacksburg,"Gaffney, SC Micropolitan Statistical Area",23500,Cherokee,21,SC,45,29702,35.115606000000000,-81.529325999999998,R,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,71,3/4/2020 0:00:00,87890,0.018143700328200
120,667221,RI003000003,PARKVIEW MANOR,218 Pond St Apt 311,Woonsocket,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2895,42.008260999999997,-71.511150000000001,R,RI003,Woonsocket Housing Authority,74,2/5/2020 0:00:00,399082,0.001446635527620
121,667220,PA069000001,COLD SPRINGS,1311 N Cambria St Apt 1,Bellwood,"Altoona, PA Metropolitan Statistical Area",11020,Blair,13,PA,42,16617,40.603341000000000,-78.338640999999996,R,PA069,HOUSING AUTHORITY OF THE COUNTY OF BLAIR,91,3/5/2020 0:00:00,400880,0.002447079628170
122,667218,SC019000002,HORSESHOE CIRCLE APTS.,121 Barnado Rd,Union,"Union, SC Micropolitan Statistical Area",46420,Union,87,SC,45,29379,34.737265000000001,-81.633780000000002,R,SC019,HOUSING AUTHORITY OF UNION,91,2/26/2020 0:00:00,297871,0.016985310654100
123,667217,PA046000015,Downtown Revival,240 E Lincoln Hwy,Coatesville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Chester,29,PA,42,19320,39.983324000000003,-75.821226999999993,R,PA046,Housing Authority of the County of Chester,85,1/28/2020 0:00:00,632336,0.003222467293910
124,667216,PA028000008,HILLSTREET  - AVON COURT,22 S Kistler St,East Stroudsburg,"East Stroudsburg, PA Metropolitan Statistical Area",20700,Monroe,89,PA,42,18301,40.998793999999997,-75.180893999999995,R,PA028,The Housing Authority of Monroe County,85,2/14/2020 0:00:00,124950,0.004519662713280
125,667215,PA044000001,VINE WEST,128 S Filmore Ct Apt,Hazleton,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",42540,Luzerne,79,PA,42,18201,40.951720999999999,-75.981121999999999,4,PA044,The Housing Authority of the City of Hazleton,48,2/3/2020 0:00:00,186158,0.024449508225400
126,667214,SC008000004,WASHINGTON RD APTS,12A Bobo St Apt,Inman,"Spartanburg, SC Metropolitan Statistical Area",43900,Spartanburg,83,SC,45,29349,35.048673000000001,-82.087376000000006,4,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,91,2/4/2020 0:00:00,607386,0.005110386410510
127,667213,RI009000001,AIME J FORAND HOUSING,1609 Plainfield Pike,Johnston,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2919,41.791584000000000,-71.493898999999999,R,RI009,Johnston Housing Authority,70,2/26/2020 0:00:00,399482,0.002649630445070
128,667212,PA039000012,GARDEN TOWERS,280 S McKean St,Kittanning,"Pittsburgh, PA Metropolitan Statistical Area",38300,Armstrong,5,PA,42,16201,40.812643000000001,-79.516031999999996,R,PA039,Housing Authority of the County of Armstrong,92,3/4/2020 0:00:00,309037,0.000000000000000
129,667211,RI003000001,MORIN HEIGHTS,97 Morin Heights Blvd,Woonsocket,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2895,42.010201000000002,-71.489735999999994,R,RI003,Woonsocket Housing Authority,66,2/24/2020 0:00:00,399248,0.004260188754870
130,667209,PA026000002,Harbor Hts / Grant St. / Lincoln,202 W Lincoln Ave,New Castle,"New Castle, PA Micropolitan Statistical Area",35260,Lawrence,73,PA,42,16101,41.005521999999999,-80.350334000000004,R,PA026,HOUSING AUTH CO OF LAWRENCE,58,2/19/2020 0:00:00,31344,0.002595067797660
131,667208,PA042000001,RIVERVIEW MANOR-INFANTINO TOWERS,RIVERVIEW MANOR,Pittston,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",42540,Luzerne,79,PA,42,18640,41.304800000000000,-75.728899999999996,T,PA042,Housing Authority of the City of Pittston,70,2/12/2020 0:00:00,186631,0.006737199265890
132,667207,PA026000010,LAWRENCE MANOR,211 W Moody Ave,New Castle,"New Castle, PA Micropolitan Statistical Area",35260,Lawrence,73,PA,42,16101,41.010185999999997,-80.351696000000004,R,PA026,HOUSING AUTH CO OF LAWRENCE,83,3/3/2020 0:00:00,31276,0.004284066039570
133,667206,PA024000002,JEFFERSON ST-N UNION ST,32 N Union St,Easton,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",10900,Northampton,95,PA,42,18042,40.691575999999998,-75.215524000000002,R,PA024,Easton Housing Authority,74,2/7/2020 0:00:00,259732,0.000647408510668
134,667205,PA039000011,Armstrong Court,100 N Grant Ave,Kittanning,"Pittsburgh, PA Metropolitan Statistical Area",38300,Armstrong,5,PA,42,16201,40.815652000000000,-79.517263000000000,R,PA039,Housing Authority of the County of Armstrong,87,2/26/2020 0:00:00,309037,0.001162650568480
135,667204,SC008000003,GARY ST APTS,200 Gary St,Edgefield,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",12260,Edgefield,37,SC,45,29824,33.783822999999998,-81.920608999999999,R,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,82,3/9/2020 0:00:00,152531,0.059880824426200
136,667203,PA046000013,GARNETT TERRACE,3 Carnelian Ct,Coatesville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Chester,29,PA,42,19320,39.975068999999998,-75.819381000000007,R,PA046,Housing Authority of the County of Chester,96,2/7/2020 0:00:00,632336,0.002676423962190
137,667202,RI003000006,CREPEAU CT & ST GERMAIN MANOR,429 E School St Apt 621,Woonsocket,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2895,42.010522999999999,-71.506280000000004,R,RI003,Woonsocket Housing Authority,90,2/12/2020 0:00:00,399082,0.000000000000000
138,667199,PA024000010,St. Joseph Street,232 Charles St,Easton,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",10900,Northampton,95,PA,42,18042,40.683534000000002,-75.205956000000000,R,PA024,Easton Housing Authority,95,2/10/2020 0:00:00,259763,0.003008354913130
139,667198,PA041000005,LEWISTOWN BOROUGH SCATTERED SITES,3 Harding Ave,Lewistown,"Lewistown, PA Micropolitan Statistical Area",30380,Mifflin,87,PA,42,17044,40.586078000000001,-77.559369000000004,R,PA041,The Housing Auth of the County of Mifflin,61,3/6/2020 0:00:00,422246,0.000000000000000
140,667197,PA019004200,COOPERSDALE,255 Cooper Ave,Johnstown,"Johnstown, PA Metropolitan Statistical Area",27780,Cambria,21,PA,42,15906,40.355344000000002,-78.937326999999996,R,PA019,JOHNSTOWN HOUSING AUTHORITY,41,3/6/2020 0:00:00,32820,0.000000000000000
141,667196,PA026000005,BRINTON/SCIOTA/BIG RUN,401 Neshannock Ave Apt 11,New Castle,"New Castle, PA Micropolitan Statistical Area",35260,Lawrence,73,PA,42,16101,41.002799000000003,-80.337772000000001,R,PA026,HOUSING AUTH CO OF LAWRENCE,71,2/18/2020 0:00:00,31344,0.000000000000000
142,667194,PA023000012,Kinder Park Redevelopment Phase I,1814 Constitution Ave,Woodlyn,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Delaware,45,PA,42,19094,39.874872000000003,-75.353629999999995,R,PA023,Housing Authority County of Delaware,87,2/3/2020 0:00:00,421971,0.002151284251600
143,667193,PA019000500,VINE STREET TOWERS,525 Vine St,Johnstown,"Johnstown, PA Metropolitan Statistical Area",27780,Cambria,21,PA,42,15901,40.323771000000001,-78.917940000000002,R,PA019,JOHNSTOWN HOUSING AUTHORITY,48,3/10/2020 0:00:00,32810,0.000000000000000
144,667192,PA046000004,KING TERR & FAIRVIEW VILL,300 High St,Phoenixville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Montgomery,91,PA,42,19460,40.140203000000000,-75.506731000000002,R,PA046,Housing Authority of the County of Chester,84,1/29/2020 0:00:00,598370,0.001399603658150
145,667191,RI001000002,CODDING COURT,142 Dodge St,Providence,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2907,41.813797000000001,-71.424541000000005,R,RI001,Housing Authority Providence,69,2/12/2020 0:00:00,399306,0.015022675701200
146,667190,PA051000001,GRUNDY TOWERS,205 Pond St,Bristol,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Bucks,17,PA,42,19007,40.097081000000003,-74.862706000000003,R,PA051,Bucks County Housing Authority,93,2/5/2020 0:00:00,181696,0.000000000000000
147,667189,PA024000008,Harlan House Senior Associates,221 S 4th St,Easton,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",10900,Northampton,95,PA,42,18042,40.687758000000002,-75.211091999999994,R,PA024,Easton Housing Authority,85,2/11/2020 0:00:00,259752,0.000862976564453
148,667187,PA008000010,SCATTERED SITE,2634 Lexington St,Harrisburg,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",25420,Dauphin,43,PA,42,17110,40.288969000000002,-76.895466999999996,R,PA008,Harrisburg Housing Authority,44,2/11/2020 0:00:00,416259,0.005097446553370
149,667186,PA019000300,OAKHURST HOMES EXT.,BUILDING 15  APT # A,Johnstown,"Johnstown, PA Metropolitan Statistical Area",27780,Cambria,21,PA,42,15906,40.356800000000000,-78.941599999999994,T,PA019,JOHNSTOWN HOUSING AUTHORITY,31,2/10/2020 0:00:00,32819,0.002113389996640
150,667185,PA019004100,SOLOMON HOMES,1201 Solomon St,Johnstown,"Johnstown, PA Metropolitan Statistical Area",27780,Cambria,21,PA,42,15902,40.311821000000002,-78.888710000000003,R,PA019,JOHNSTOWN HOUSING AUTHORITY,44,2/28/2020 0:00:00,32816,0.006379305386990
151,667184,PA023000011,Delaware County Fairgrounds IV,2112 Thomas St,Chester Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Delaware,45,PA,42,19013,39.844999999999999,-75.390400000000000,B,PA023,Housing Authority County of Delaware,96,1/31/2020 0:00:00,421125,0.005034902441530
152,667182,PA026000004,SKYVIEW TOWERS,219 N Beaver St,New Castle,"New Castle, PA Micropolitan Statistical Area",35260,Lawrence,73,PA,42,16101,41.002840999999997,-80.348985999999996,R,PA026,HOUSING AUTH CO OF LAWRENCE,80,3/11/2020 0:00:00,31344,0.000349500943634
153,667179,PA024000004,BUSHKILL HOUSE,66 N Locust St,Easton,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",10900,Northampton,95,PA,42,18042,40.692489000000002,-75.217141999999996,R,PA024,Easton Housing Authority,89,2/13/2020 0:00:00,259381,0.000394922436928
154,667178,PA002000042,CHAMPLOST HOMES,5964 N Opal St,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Philadelphia,101,PA,42,19141,40.045243999999997,-75.153343000000007,R,PA002,Philadelphia Housing Authority,67,2/14/2020 0:00:00,597376,0.038005506784000
155,667177,PA008000005,M W SMITH HOMES,43 M W Smith Homes,Harrisburg,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",25420,Dauphin,43,PA,42,17103,40.276243999999998,-76.877550999999997,R,PA008,Harrisburg Housing Authority,59,2/4/2020 0:00:00,415850,0.000000000000000
156,667175,PA019000900,TOWNHOUSE TOWERS,420 Vine St,Johnstown,"Johnstown, PA Metropolitan Statistical Area",27780,Cambria,21,PA,42,15901,40.324055999999999,-78.920190000000005,R,PA019,JOHNSTOWN HOUSING AUTHORITY,74,3/5/2020 0:00:00,32810,0.000000000000000
157,667174,PA019000200,OAKHURST HOMES,499 Lloyd Ct,Johnstown,"Johnstown, PA Metropolitan Statistical Area",27780,Cambria,21,PA,42,15906,40.359797999999998,-78.944417999999999,R,PA019,JOHNSTOWN HOUSING AUTHORITY,54,2/11/2020 0:00:00,32819,0.004028130734120
158,667173,PA001000072,MANCHESTER PHASE IIA and B,1100 Sheffield St,Pittsburgh,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15233,40.454216000000002,-80.021040999999997,R,PA001,Housing Authority of the City of Pittsburgh,50,2/12/2020 0:00:00,485124,0.005522463556200
159,667172,PA001000092,Garfield Hts. Phase I,260 Fern St,Pittsburgh,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15224,40.471031000000004,-79.935045000000002,R,PA001,Housing Authority of the City of Pittsburgh,52,2/13/2020 0:00:00,482585,0.018826176323100
160,667171,PA002000182,New Courtland Apartments at Henry Avenue,3232 Henry Ave,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Philadelphia,101,PA,42,19129,40.011319999999998,-75.182148999999995,R,PA002,Philadelphia Housing Authority,71,1/27/2020 0:00:00,597202,0.009234836511400
161,667170,PA002000127,SPRING GARDEN MIXED-FINANCE,1901 Spring Garden St,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Philadelphia,101,PA,42,19130,39.963661000000002,-75.169368000000006,R,PA002,Philadelphia Housing Authority,71,3/2/2020 0:00:00,597216,0.005733818477390
162,667168,PA002000035,HADDINGTON HOMES,5525 New Pl,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",37980,Philadelphia,101,PA,42,19139,39.964939999999999,-75.229793999999998,R,PA002,Philadelphia Housing Authority,67,2/24/2020 0:00:00,596930,0.017509197329400
