"","DEVELOPMENT_ID","DEVELOPMENT_NAME","CBSA_CODE","COUNTY_NAME","COUNTY_CODE","STATE_NAME.x","STATE_CODE","ZIPCODE","LATITUDE","LONGITUDE","PHA_CODE","INSPECTION_SCORE","year","TRACT_2010","TRACT_2020","BLOCK_2010","BLOCK_2020","tract","block","block_group","FloodDistM","in_floodplain","age_c","total_pop_c","total_white_c","total_black_c","total_hispanic_c","poverty_c","income_c","public_assistance_c","owner_c","renter_c","vehicles_c","prop_value_c"
"1653","AR002000002","HEMLOCK COURTS",30780,"Pulaski",119,"AR",5,72114,34.757173,-92.238093,"AR002",64,2017,5119002800,5119002800,51190028002032,51190028001033,5119002800,51190028002032,51190028002,30574.48841,0,23.7,2769,31,2302,148,609,10917,934,316,618,934,52500
"1654","AR002000004","WINDEMERE HILLS",30780,"Pulaski",119,"AR",5,72114,34.77354,-92.286208,"AR002",62,2017,5119003002,5119003002,51190030021034,51190030021029,5119003002,51190030021034,51190030021,33619.39176,0,34.1,3255,772,2418,19,739,14375,1391,313,1078,1391,96400
"1655","AR002000007","WILLOW HOUSE",30780,"Pulaski",119,"AR",5,72114,34.777233,-92.270876,"AR002",41,2017,5119002900,5119002900,51190029002007,51190029001013,5119002900,51190029002007,51190029002,33551.61691,0,37.1,1356,188,999,62,242,20393,573,225,348,573,60400
"1656","AR002000005","HERITAGE HOUSE",30780,"Pulaski",119,"AR",5,72114,34.776964,-92.282943,"AR002",53,2017,5119003002,5119003002,51190030021030,51190030021024,5119003002,51190030021030,51190030021,33877.22625,0,34.1,3255,772,2418,19,739,14375,1391,313,1078,1391,96400
"1657","AR022000001","SEVIER COUNTY",99999,"Sevier",133,"AR",5,71842,33.9529,-94.368,"AR022",66,2017,5133080200,5133080200,51330802001016,51330802001029,5133080200,51330802001016,51330802001,31262.92839,0,35.4,4525,2841,259,1303,1233,44094,1650,1266,384,1650,56500
"1658","AR024000001","Courtyard Apts.",32820,"Crittenden",35,"AR",5,72301,35.142524,-90.147682,"AR024",46,2017,5035030600,5035030602,50350306001106,50350306021041,5035030600,50350306001106,50350306001,64.02800555,0,38.8882352941176,3672.57352941176,2261.75,1076.33823529412,221.411764705882,904.367647058824,33324.8235294118,1423.27941176471,825,598.279411764706,1423.27941176471,81427.9411764706
"1659","AR086000001","MAMMOTH SPRING",99999,"Fulton",49,"AR",5,72554,36.495976,-91.553675,"AR086",95,2017,5049550100,5049550102,50495501005000,50495501022000,5049550100,50495501005000,50495501005,19156.33705,0,38.8882352941176,3672.57352941176,2261.75,1076.33823529412,221.411764705882,904.367647058824,33324.8235294118,1423.27941176471,825,598.279411764706,1423.27941176471,81427.9411764706
"1660","AR028000001","NEWPORT",99999,"Jackson",67,"AR",5,72112,35.611332,-91.259818,"AR028",70,2017,5067480300,5067480300,50674803004040,50674803004026,5067480300,50674803004040,50674803004,323.8961278,0,38.9,3823,2652,953,183,935,32840,1593,892,701,1593,82400
"1661","AR057000001","IMBODEN",99999,"Lawrence",75,"AR",5,72434,36.200705,-91.175848,"AR057",93,2017,5075470200,5075470200,50754702002054,50754702002050,5075470200,50754702002054,50754702002,376.9948935,0,44.9,4554,4447,0,41,1329,39047,1809,1390,419,1809,78800
"1662","AR101000001","OZARK",99999,"Franklin",47,"AR",5,72949,35.489546,-93.830269,"AR101",83,2017,5047950200,5047950202,50479502005015,50479502023008,5047950200,50479502005015,50479502005,187.9197079,0,38.8882352941176,3672.57352941176,2261.75,1076.33823529412,221.411764705882,904.367647058824,33324.8235294118,1423.27941176471,825,598.279411764706,1423.27941176471,81427.9411764706
"1663","AR071000002","Woodmont Manor",12900,"Independence",63,"AR",5,72501,35.763126,-91.611302,"AR071",99,2017,5063490500,5063490500,50634905001000,50634905001002,5063490500,50634905001000,50634905001,1373.916781,0,44.7,2762,2669,30,17,761,66094,1145,865,280,1145,165300
"1664","AR090000001","JUDSONIA",42620,"White",145,"AR",5,72081,35.278281,-91.636855,"AR090",91,2017,5145070500,5145070502,51450705003042,51450705022057,5145070500,51450705003042,51450705003,3015.599527,0,38.8882352941176,3672.57352941176,2261.75,1076.33823529412,221.411764705882,904.367647058824,33324.8235294118,1423.27941176471,825,598.279411764706,1423.27941176471,81427.9411764706
"1665","AR141000001","EHEMANN/TOWNHILL",40780,"Pope",115,"AR",5,72823,35.246526,-92.943001,"AR141",69,2017,5115951100,5115951100,51159511001001,51159511001001,5115951100,51159511001001,51159511001,18918.55059,0,35.9,4127,3977,39,28,1005,40294,1540,1051,489,1540,88200
"1666","AR004000010","CUMBERLAND TOWERS",30780,"Pulaski",119,"AR",5,72202,34.740655,-92.268849,"AR004",30,2018,5119004600,5119004600,51190046002013,51190046002013,5119004600,51190046002013,51190046002,29622.71194,0,31.5,2835,762,1879,122,385,24611,1282,380,902,1282,112700
"1667","AR004000009","PARRIS TOWERS",30780,"Pulaski",119,"AR",5,72206,34.732086,-92.278594,"AR004",40,2018,5119004700,5119004700,51190047003011,51190047002011,5119004700,51190047003011,51190047003,29049.31477,0,46.3,3131,1307,1609,117,679,38620,1551,665,886,1551,139000
"1668","AR004000011","POWELL TOWERS",30780,"Pulaski",119,"AR",5,72202,34.740906,-92.292987,"AR004",51,2018,5119004500,5119004500,51190045003064,51190045002078,5119004500,51190045003064,51190045003,30470.48466,0,33.9,2036,141,1736,148,288,14141,770,311,459,770,107500
"1669","AR004000001","SUNSET TERRACE",30780,"Pulaski",119,"AR",5,72206,34.723117,-92.296759,"AR004",37,2018,5119001100,5119001100,51190011001009,51190011001009,5119001100,51190011001009,51190011001,28812.66,0,40.7,2082,63,2007,12,431,30015.9069767442,824,402,422,824,79000
"1670","AR004000026","Central High Apartment Homes",30780,"Pulaski",119,"AR",5,72202,34.739583,-92.297469,"AR004",81,2018,5119004500,5119004500,51190045002000,51190045001000,5119004500,51190045002000,51190045002,30503.45387,0,33.9,2036,141,1736,148,288,14141,770,311,459,770,107500
"1671","AR004000027","Stephens Apartment Homes",30780,"Pulaski",119,"AR",5,72204,34.734587,-92.312606,"AR004",89,2018,5119001300,5119001300,51190013003048,51190013003080,5119001300,51190013003048,51190013003,30607.60884,0,39.8,2249,230,1804,189,451,27994,815,457,358,815,73000
"1672","AR018000001","PINE VALLEY",31620,"Columbia",27,"AR",5,71753,33.265503,-93.228778,"AR018",85,2018,5027950500,5027950500,50279505002055,50279505001022,5027950500,50279505002055,50279505002,1144.936726,0,32.4,3665,918,2633,84,842,23097,1533,584,949,1533,39500
"1673","AR004000020","Homes at Granite Mountain",30780,"Pulaski",119,"AR",5,72206,34.705686,-92.251959,"AR004",70,2018,5119004001,5119004001,51190040013030,51190040013018,5119004001,51190040013030,51190040013,25422.51606,0,38.8,2392,332,1986,40,599,26591,942,531,411,942,70800
"1674","AR004000021","Madison Heights III",30780,"Pulaski",119,"AR",5,72204,34.738834,-92.327534,"AR004",51,2018,5119001800,5119001800,51190018003001,51190018002001,5119001800,51190018003001,51190018003,31670.9915,0,37.2,4286,517,3637,25,910,33116,1691,826,865,1691,71800
"1675","AR078000001","DELL",14180,"Mississippi",93,"AR",5,72426,35.8708,-89.934,"AR078",68,2017,5093010700,5093010700,50930107002004,50930107002012,5093010700,50930107002004,50930107002,9830.425896,0,36.9,4210,3714,137,119,1181,49951,1612,1169,443,1612,98900
"1676","AR070000001","MONETTE",27860,"Craighead",31,"AR",5,72447,35.886225,-90.345936,"AR070",90,2018,5031001000,5031001000,50310010002056,50310010002062,5031001000,50310010002056,50310010002,26072.54036,0,45.4,4110,3864,34,180,1093,42480,1735,1120,615,1735,73500
"1677","AR166000001","DEWITT",99999,"Arkansas",1,"AR",5,72042,34.2904,-91.3857,"AR166",61,2018,5001480600,5001480600,50014806002024,50014806001042,5001480600,50014806002024,50014806002,22066.06456,0,39.7,1718,1560,68,62,417,51094,702,501,201,702,88000
"1678","AR005000001","CLEARLAKE/EAST ROSE",14180,"Mississippi",93,"AR",5,72315,35.919912,-89.893924,"AR005",84,2018,5093010200,5093010200,50930102004016,50930102004014,5093010200,50930102004016,50930102004,9863.397602,0,32.7,6072,1789,4190,93,1590,44286,2282,1127,1155,2282,82600
"1679","AR031000001","EASTWOOD GARDENS",26300,"Garland",51,"AR",5,71901,34.512615,-93.047065,"AR031",90,2013,5051010600,5051010602,50510106003016,50510106022005,5051010600,50510106003016,50510106003,24277.50931,0,39.8377777777778,3554.13333333333,2101,1228.44444444444,157.377777777778,852.133333333333,31984.6222222222,1303.17777777778,780.044444444444,523.133333333333,1303.17777777778,73724.4444444444
"1680","AR063000062","MANOR PLACE",99999,"Randolph",121,"AR",5,72455,36.259794,-90.977459,"AR063",97,2013,5121960302,5121960302,51219603022087,51219603022023,5121960302,51219603022087,51219603022,147.6088131,0,39.2,3409,3307,12,79,900,29237,1476,857,619,1476,68700
"1681","AR099000002","DAWSON HOMES",22620,"St. Francis",123,"AR",5,72335,35.008408,-90.802716,"AR099",97,2013,5123960400,5123960400,51239604004025,51239604004016,5123960400,51239604004025,51239604004,39803.43135,0,29.7,4482,735,3649,38,1133,23669,1672,585,1087,1672,62900
"1682","AR049000001","GURDON",11660,"Clark",19,"AR",5,71743,33.916376,-93.15434,"AR049",92,2013,5019953900,5019953902,50199539002012,50199539022038,5019953900,50199539002012,50199539002,23455.15566,0,39.8377777777778,3554.13333333333,2101,1228.44444444444,157.377777777778,852.133333333333,31984.6222222222,1303.17777777778,780.044444444444,523.133333333333,1303.17777777778,73724.4444444444
"1683","AR092000001","CARAWAY",27860,"Craighead",31,"AR",5,72419,35.756364,-90.326682,"AR092",100,2013,5031001000,5031001000,50310010004075,50310010004047,5031001000,50310010004075,50310010004,11514.34132,0,43.8,3940,3696,4,192,1144,43621,1638,1201,437,1638,69400
"1684","AR073000001","SPARKMAN",99999,"Dallas",39,"AR",5,71763,33.919191,-92.843861,"AR073",91,2013,5039970200,5039970200,50399702002256,50399702002180,5039970200,50399702002256,50399702002,28266.74019,0,49.3,1722,1302,287,133,516,34875,706,605,101,706,60900
"1685","AR111000001","TOLSON HOMES",38220,"Cleveland",25,"AR",5,71665,33.964484,-92.183821,"AR111",98,2013,5025970100,5025970100,50259701002064,50259701002034,5025970100,50259701002064,50259701002,22275.52212,0,37.9,5301,4298,906,7,1426,41660,1875,1419,456,1875,84400
"1686","AR076000001","MOUNT IDA",99999,"Montgomery",97,"AR",5,71957,34.5426,-93.6439,"AR076",98,2013,5097953000,5097953000,50979530003015,50979530002034,5097953000,50979530003015,50979530003,56284.25827,0,50.9,3496,3274,27,48,1015,36570,1499,1208,291,1499,89200
"1687","AR148000001","ENGLAND",30780,"Lonoke",85,"AR",5,72046,34.538561,-91.970954,"AR148",89,2013,5085020700,5085020700,50850207003054,50850207003053,5085020700,50850207003054,50850207003,10891.93499,0,37.6,2979,2024,888,39,790,31458,1172,578,594,1172,81800
"1688","AR099000001","LINDEN HEIGHTS",22620,"St. Francis",123,"AR",5,72335,34.995964,-90.778657,"AR099",90,2013,5123960600,5123960600,51239606005014,51239606001004,5123960600,51239606005014,51239606005,37293.73449,0,37.1,8250,2411,4867,750,1130,25848,1802,814,988,1802,68300
"1689","AR038000001","BOONEVILLE",99999,"Logan",83,"AR",5,72927,35.142643,-93.93056,"AR038",99,2014,5083950500,5083950500,50839505002028,50839505002022,5083950500,50839505002028,50839505002,1655.87025,0,44.1,4394,4027,118,225,1120,30139,1781,918,863,1781,83800
"1690","AR004000019","Madison Heights II",30780,"Pulaski",119,"AR",5,72204,34.739172,-92.327707,"AR004",96,2014,5119001800,5119001800,51190018003004,51190018002004,5119001800,51190018003004,51190018003,31711.64978,0,33.7,4308,704,3558,13,946,24549,1810,929,881,1810,75000
"1691","AR004000018","Madison Heights Phase I",30780,"Pulaski",119,"AR",5,72204,34.740136,-92.326468,"AR004",97,2014,5119001800,5119001800,51190018003001,51190018002001,5119001800,51190018003001,51190018003,31750.93526,0,33.7,4308,704,3558,13,946,24549,1810,929,881,1810,75000
"1692","AR002000004","WINDEMERE HILLS",30780,"Pulaski",119,"AR",5,72114,34.77354,-92.286208,"AR002",90,2014,5119003002,5119003002,51190030021034,51190030021029,5119003002,51190030021034,51190030021,33619.39176,0,27.9,3702,958,2625,42,787,22540,1434,353,1081,1434,85400
"1693","AR002000005","HERITAGE HOUSE",30780,"Pulaski",119,"AR",5,72114,34.776964,-92.282943,"AR002",98,2014,5119003002,5119003002,51190030021030,51190030021024,5119003002,51190030021030,51190030021,33877.22625,0,27.9,3702,958,2625,42,787,22540,1434,353,1081,1434,85400
"1694","AR035000001","SEARCY",42620,"White",145,"AR",5,72143,35.245051,-91.740809,"AR035",84,2014,5145070900,5145070901,51450709005017,51450709013014,5145070900,51450709005017,51450709005,104.3331644,0,37.668,3831.13333333333,2482.76,1026.17333333333,219.026666666667,939.173333333333,30785,1531.05333333333,845.48,685.573333333333,1531.05333333333,80482.6666666667
"1695","AR039000001","WYNNE",99999,"Cross",37,"AR",5,72396,35.223124,-90.79832,"AR039",90,2014,5037950500,5037950500,50379505003011,50379505002010,5037950500,50379505003011,50379505003,27098.91309,0,34.3,4732,2346,2302,15,1245,25651,1876,708,1168,1876,63500
"1696","AR121000001","PECAN GROVE",37500,"Greene",55,"AR",5,72450,36.059068,-90.48608,"AR121",96,2014,5055480500,5055480502,50554805001011,50554805021007,5055480500,50554805001011,50554805001,38858.01074,0,37.668,3831.13333333333,2482.76,1026.17333333333,219.026666666667,939.173333333333,30785,1531.05333333333,845.48,685.573333333333,1531.05333333333,80482.6666666667
"1697","AR103000123","MELBOURNE",99999,"Izard",65,"AR",5,72556,36.057157,-91.906881,"AR103",99,2014,5065960200,5065960200,50659602002084,50659602002065,5065960200,50659602002084,50659602002,31813.37668,0,41.6,4718,4621,2,22,1272,31833,1991,1518,473,1991,74900
"1698","AR131000001","Cayman Villa/Woodland Courts",27860,"Craighead",31,"AR",5,72401,35.83296,-90.701347,"AR131",97,2014,5031000101,5031000101,50310001012035,50310001012033,5031000101,50310001012035,50310001012,27766.46082,0,25.9,3952,2611,1092,0,755,22788,1685,527,1158,1685,76900
"1699","AR086000001","MAMMOTH SPRING",99999,"Fulton",49,"AR",5,72554,36.496022,-91.553676,"AR086",99,2014,5049550100,5049550102,50495501005000,50495501022000,5049550100,50495501005000,50495501005,19161.4784,0,37.668,3831.13333333333,2482.76,1026.17333333333,219.026666666667,939.173333333333,30785,1531.05333333333,845.48,685.573333333333,1531.05333333333,80482.6666666667
"1700","AR015000004","BRAMBLE COURTS",45500,"Miller",91,"AR",5,71854,33.412588,-94.026113,"AR015",96,2014,5091020500,5091020500,50910205001031,50910205001031,5091020500,50910205001031,50910205001,911.4017896,0,41.2,2818,1225,1232,134,714,25469,1050,612,438,1050,44400
"1701","AR098000001","MC RAE",42620,"White",145,"AR",5,72102,35.116432,-91.820935,"AR098",97,2014,5145071100,5145071102,51450711003068,51450711022053,5145071100,51450711003068,51450711003,8732.250864,0,37.668,3831.13333333333,2482.76,1026.17333333333,219.026666666667,939.173333333333,30785,1531.05333333333,845.48,685.573333333333,1531.05333333333,80482.6666666667
"1702","AR032000001","PARIS",99999,"Logan",83,"AR",5,72855,35.300135,-93.729873,"AR032",98,2014,5083950300,5083950300,50839503002027,50839503002020,5083950300,50839503002027,50839503002,438.5887282,0,44.5,3715,3435,152,0,932,31762,1478,1039,439,1478,78300
"1703","AR025000001","HOWARD COUNTY",99999,"Howard",61,"AR",5,71852,33.934098,-93.845962,"AR025",95,2014,5061950300,5061950300,50619503004040,50619503004015,5061950300,50619503004040,50619503004,964.074184,0,35.5,4717,2268,1403,1012,1162,30938,1888,982,906,1888,78000
"1704","AR047000001","TRIVA APTS.",99999,"Lawrence",75,"AR",5,72433,36.049976,-90.977052,"AR047",99,2014,5075470501,5075470501,50754705013055,50754705013061,5075470501,50754705013055,50754705013,59.1805785,0,38.4,2791,2599,26,33,736,27287,1132,671,461,1132,49400
"1705","AR170000001","MAX HOWELL PLACE",30780,"Pulaski",119,"AR",5,72076,34.899121,-92.098919,"AR170",98,2014,5119003609,5119003609,51190036091017,51190036091017,5119003609,51190036091017,51190036091,22207.59382,0,39.8,4105,2791,941,264,1112,37482,1684,954,730,1684,116000
"1706","AR057000001","IMBODEN",99999,"Lawrence",75,"AR",5,72434,36.200705,-91.175848,"AR057",99,2014,5075470200,5075470200,50754702002054,50754702002050,5075470200,50754702002054,50754702002,376.9948935,0,44,4310,4246,0,23,1150,34763,1693,1355,338,1693,71000
"1707","AR101000001","OZARK",99999,"Franklin",47,"AR",5,72949,35.489546,-93.830269,"AR101",94,2014,5047950200,5047950202,50479502005015,50479502023008,5047950200,50479502005015,50479502005,187.9197079,0,37.668,3831.13333333333,2482.76,1026.17333333333,219.026666666667,939.173333333333,30785,1531.05333333333,845.48,685.573333333333,1531.05333333333,80482.6666666667
"1708","AR028000001","NEWPORT",99999,"Jackson",67,"AR",5,72112,35.611332,-91.259818,"AR028",94,2014,5067480300,5067480300,50674803004040,50674803004026,5067480300,50674803004040,50674803004,323.8961278,0,36.6,3889,2604,908,144,1049,34237,1704,823,881,1704,80500
"1709","AR040000001","DES ARC",99999,"Prairie",117,"AR",5,72040,34.9775,-91.528,"AR040",92,2014,5117460100,5117460100,51174601004005,51174601004005,5117460100,51174601004005,51174601004,31248.48848,0,44.4,3551,3196,190,88,1092,34099,1533,1101,432,1533,72500
"1710","AR029000001","VAN BUREN",22900,"Crawford",33,"AR",5,72956,35.434487,-94.340571,"AR029",64,2014,5033020502,5033020502,50330205024006,50330205024007,5033020502,50330205024006,50330205024,35.03449975,0,34,4665,3488,151,789,1159,20230,1952,752,1200,1952,73200
"1711","AR041000001","LONOKE COUNTY/CARLISLE",30780,"Lonoke",85,"AR",5,72024,34.786417,-91.749012,"AR041",87,2014,5085020400,5085020400,50850204001091,50850204001072,5085020400,50850204001091,50850204001,32828.86949,0,44.6,2837,2413,350,74,804,52043,1149,806,343,1149,86600
"1712","AR197000001","White River Regional",99999,"Stone",137,"AR",5,72560,35.87473,-92.113414,"AR197",98,2014,5137950202,5137950204,51379502025014,51379502041036,5137950202,51379502025014,51379502025,25560.4126,0,37.668,3831.13333333333,2482.76,1026.17333333333,219.026666666667,939.173333333333,30785,1531.05333333333,845.48,685.573333333333,1531.05333333333,80482.6666666667
"1713","AR084000001","BALD KNOB",42620,"White",145,"AR",5,72010,35.304294,-91.578732,"AR084",93,2014,5145070600,5145070600,51450706001064,51450706001037,5145070600,51450706001064,51450706001,714.3466758,0,40.1,4210,3927,68,118,1132,30652,1675,1065,610,1675,81700
"1714","AR051000001","CLARKSVILLE",99999,"Johnson",71,"AR",5,72830,35.464069,-93.471325,"AR051",92,2014,5071952000,5071952000,50719520003033,50719520003029,5071952000,50719520003033,50719520003,4503.438944,0,35.4,4035,2370,294,1106,1097,27989,1613,737,876,1613,91200
"1715","AR106000001","BEEBE",42620,"White",145,"AR",5,72012,35.063745,-91.873182,"AR106",99,2014,5145071200,5145071202,51450712002033,51450712022028,5145071200,51450712002033,51450712002,1674.899064,0,37.668,3831.13333333333,2482.76,1026.17333333333,219.026666666667,939.173333333333,30785,1531.05333333333,845.48,685.573333333333,1531.05333333333,80482.6666666667
"1716","AR022000001","SEVIER COUNTY",99999,"Sevier",133,"AR",5,71842,33.9529,-94.368,"AR022",90,2014,5133080200,5133080200,51330802001016,51330802001029,5133080200,51330802001016,51330802001,31262.92839,0,35.1,3902,2785,55,945,1009,31667,1434,1113,321,1434,56100
