"","TRACTFIPS","RISK_RATNG","SOVI_RATNG","RESL_RATNG","CFLD_RISKR","HWAV_RISKR","HRCN_RISKR","RFLD_RISKR","WFIR_RISKR"
"234","15003000200","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"235","15003000800","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"236","15003000902","Very Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"237","15003001202","Very Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"238","15003001500","Relatively Low","Relatively High","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"239","15003008914","Relatively Low","Relatively High","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"240","15003008921","Very Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","Relatively Low","Insufficient Data"
"241","15003008926","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"242","15003008931","Very Low","Very Low","Relatively Low","No Rating","No Rating","Very Low","Very Low","Insufficient Data"
"243","15003009400","Relatively Low","Relatively High","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"244","15003001903","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"245","15003002005","Very Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"246","15003002100","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"247","15003002401","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"248","15003002500","Relatively Low","Relatively High","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"249","15003009503","Very Low","Very Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"250","15003009603","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"251","15003009608","Very Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"252","15003010503","Very Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","Relatively Low","Insufficient Data"
"253","15003010504","Very Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"254","15003010508","Very Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Very Low","Insufficient Data"
"255","15003011103","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"256","15003011106","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"257","15007040400","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Very High","Insufficient Data"
"258","15003003102","Very Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"259","15003003200","Very Low","Very Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"260","15003003604","Relatively Low","Relatively High","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"261","15003003700","Relatively Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Very High","Insufficient Data"
"262","15003003800","Relatively Low","Relatively High","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"263","15007041200","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"264","15003011201","Very Low","Very Low","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"265","15003011300","Very Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"266","15003011500","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"267","15003981000","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"268","15005031900","Very Low","Relatively High","Very Low","Very Low","No Rating","Very Low","Very Low","Insufficient Data"
"269","15007040205","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Very High","Insufficient Data"
"270","15009031402","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"271","15009031900","Relatively Low","Relatively High","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"272","15003004100","Relatively Low","Relatively High","Relatively Low","Very Low","No Rating","Very Low","No Rating","Insufficient Data"
"273","15003005000","Relatively Low","Very High","Relatively Low","Very Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"274","15003004300","Relatively Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","No Rating","Insufficient Data"
"275","15003005100","Relatively Low","Relatively High","Relatively Low","Relatively Low","No Rating","Very Low","Very Low","Insufficient Data"
"276","15003005700","Relatively Low","Relatively High","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"277","15009030706","Very Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"278","15009030902","Relatively Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"279","15009031101","Relatively Low","Relatively High","Relatively Low","Very Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"280","15003005800","Relatively Low","Relatively High","Relatively Low","Very Low","No Rating","Very Low","No Rating","Insufficient Data"
"281","15003005900","Relatively Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"282","15003006301","Very Low","Relatively High","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"283","15003006600","Very Low","Very Low","Relatively Low","Very Low","No Rating","Very Low","Very Low","Insufficient Data"
"284","15003006808","Very Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"285","15003007303","Very Low","Very Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"286","15003008002","Relatively Low","Relatively High","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"287","15003008007","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"288","15003008406","Very Low","Very Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"289","15003008410","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"290","15003008411","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","Relatively Low","Insufficient Data"
"291","15003008612","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"292","15003008412","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"293","15003008611","Very Low","Very Low","Relatively Low","Very Low","No Rating","Very Low","No Rating","Insufficient Data"
"294","15003008622","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"295","15003008702","Relatively Low","Relatively High","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
"296","15003008800","Relatively Low","Relatively High","Relatively Low","Very Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"297","15003008907","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"298","15003008922","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","Relatively Low","Insufficient Data"
"299","15003008925","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"300","15003008929","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"301","15003009000","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"302","15003009100","Very Low","Relatively Moderate","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"303","15003009200","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"304","15003009502","Very Low","Relatively Low","Relatively Low","No Rating","No Rating","Very Low","No Rating","Insufficient Data"
"305","15007040204","Very Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","Relatively High","Insufficient Data"
"306","15003009801","Very Low","Relatively Moderate","Relatively Low","Very Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"307","15003010000","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"308","15003009701","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Moderate","Insufficient Data"
"309","15003010507","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"310","15003010701","Very Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Very Low","Insufficient Data"
"311","15003010901","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","No Rating","Insufficient Data"
"312","15003010802","Very Low","Very Low","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"313","15003010905","Very Low","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Very Low","No Rating","Insufficient Data"
"314","15003011000","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Very Low","Insufficient Data"
"315","15003011105","Very Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"316","15003980700","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"317","15007040103","Very Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Relatively Moderate","Insufficient Data"
"318","15003011202","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"319","15003940002","Very Low","Relatively Low","Relatively Low","Very Low","No Rating","Very Low","Relatively Low","Insufficient Data"
"320","15009030707","Relatively Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Very Low","Relatively High","Insufficient Data"
